keyword,score,freq,combined_score
beby,0.869,1,0.6023448999065925
addict,0.8687,1,0.6021369557524245
kangkungnggk,0.8682,1,0.6017903821621445
gags,0.8676,1,0.6013744938538086
grapik,0.8673,1,0.6011665496996406
events,0.867,1,0.6009586055454725
weh,0.867,1,0.6009586055454725
gapantas,0.8667,1,0.6007506613913046
laq,0.8655,1,0.5999188847746327
unnistal,0.8648,1,0.5994336817482407
poro,0.8646,1,0.5992950523121288
meyukai,0.8641,1,0.5989484787218488
gan,0.864,1,0.5988791640037927
maintambah,0.8639,1,0.5988098492857368
gane,0.8636,1,0.5986019051315687
mini,0.8629,1,0.5981167021051768
ta,0.8614,1,0.597076981334337
gobloggggggggg,0.8607,1,0.596591778307945
sippp,0.8602,1,0.596245204717665
masakk,0.8592,1,0.5955520575371049
naisuuu,0.8583,1,0.594928225074601
sholat,0.858,1,0.594720280920433
gameenyaaaa,0.8573,1,0.5942350778940411
strategy,0.8568,1,0.5938885043037612
letak,0.8565,1,0.5936805601495931
panjang,0.8559,1,0.5932646718412572
pekokkkkk,0.8552,1,0.5927794688148652
chessgo,0.8552,1,0.5927794688148652
nilai,0.8551,1,0.5927101540968092
ghoib,0.8533,1,0.5914624891718013
balancing,0.8532,1,0.5913931744537453
cuyyyyy,0.853,1,0.5912545450176333
abisszz,0.8529,1,0.5911852302995774
sejarah,0.8527,1,0.5910466008634654
truss,0.852,1,0.5905613978370734
ampasssssssssss,0.8518,1,0.5904227684009614
salto,0.8516,1,0.5902841389648494
mooontoonnn,0.8514,1,0.5901455095287375
aov,0.8512,1,0.5900068800926254
yey,0.8512,1,0.5900068800926254
verainya,0.8507,1,0.5896603065023455
resolusi,0.8507,1,0.5896603065023455
hoo,0.8499,1,0.5891057887578975
moontol,0.8499,1,0.5891057887578975
brody,0.8495,1,0.5888285298856736
bes,0.8494,1,0.5887592151676175
terahir,0.8487,1,0.5882740121412255
munton,0.8486,1,0.5882046974231696
hokky,0.848,1,0.5877888091148336
edisi,0.8474,1,0.5873729208064976
rusakgame,0.8473,1,0.5873036060884417
ngebosenin,0.8465,1,0.5867490883439938
kuontoolll,0.8451,1,0.5857786822912098
laghapus,0.8448,1,0.5855707381370417
gendong,0.8435,1,0.5846696468023138
dahtapi,0.8409,1,0.582867464132858
gasesuai,0.8407,1,0.582728834696746
gilee,0.8406,1,0.58265951997869
bosokkkk,0.8402,1,0.582382261106466
bagusgameplaynya,0.8397,1,0.5820356875161861
logis,0.8392,1,0.581689113925906
pppppppppppp,0.8385,1,0.5812039108995142
baleg,0.8383,1,0.5810652814634022
wokk,0.8379,1,0.5807880225911781
sinyall,0.8377,1,0.5806493931550661
bgtttttt,0.8368,1,0.5800255606925622
gracias,0.8366,1,0.5798869312564502
bantai,0.8365,1,0.5798176165383943
yesss,0.8359,1,0.5794017282300582
seeeeeeb,0.8358,1,0.5793324135120023
okk,0.8344,1,0.5783620074592184
men,0.8343,1,0.5782926927411624
yeay,0.8339,1,0.5780154338689384
yoini,0.8337,1,0.5778768044328264
plisss,0.8335,1,0.5777381749967144
zilong,0.8321,1,0.5767677689439304
tungkatkan,0.832,1,0.5766984542258744
sengang,0.8312,1,0.5761439364814266
taeei,0.8311,1,0.5760746217633705
fanny,0.8305,1,0.5756587334550346
ngsi,0.8299,1,0.5752428451466985
eyyy,0.8296,1,0.5750349009925306
muntonn,0.8291,1,0.5746883274022506
granger,0.8278,1,0.5737872360675227
wida,0.827,1,0.5732327183230748
panteq,0.8262,1,0.5726782005786268
kalahservernya,0.8259,1,0.5724702564244588
iniapalagi,0.8258,1,0.5724009417064028
resiko,0.8227,1,0.570252185446667
booscu,0.8224,1,0.570044241292499
gameny,0.8223,1,0.569974926574443
penak,0.8221,1,0.5698362971383311
loss,0.8219,1,0.569697667702219
mabarnya,0.8213,1,0.5692817793938831
rai,0.8212,1,0.5692124646758271
terussss,0.8209,1,0.5690045205216591
tahun,0.8202,1,0.5685193174952672
pekaiyan,0.8195,1,0.5680341144688752
blesingnya,0.8195,1,0.5680341144688752
batang,0.8195,1,0.5680341144688752
dropratenya,0.8194,1,0.5679647997508191
bintak,0.8185,1,0.5673409672883152
teross,0.8178,1,0.5668557642619232
trol,0.8166,1,0.5660239876452513
chesss,0.8165,1,0.5659546729271954
inisistem,0.8162,1,0.5657467287730273
tunjuk,0.8161,1,0.5656774140549714
ggo,0.816,1,0.5656080993369154
gametololjaringan,0.816,1,0.5656080993369154
bagustampilannya,0.8157,1,0.5654001551827473
dipisahakan,0.8155,1,0.5652615257466354
jorojos,0.8139,1,0.5641524902577394
sinerginy,0.8138,1,0.5640831755396835
niceee,0.8138,1,0.5640831755396835
bangkekhabis,0.8135,1,0.5638752313855155
hhhhhhhhhhh,0.8133,1,0.5637366019494036
